"id","nome","comune","indirizzo","tipologia","stelle","sito","telefono","email","piscina","ac","parcheggio","ristorante","animali","parcogiochi","sauna","palestra","lat","lon","provincia"
1232,"B&B LA SOFFITTA","SCHIO","Vicolo Leogretta 6, SCHIO 36015","BED AND BREAKFAST",0,"www.bblasoffitta.it","0445519084","info@bblasoffitta.it",True,False,True,False,False,False,False,False,"45.6901976","11.3985196","Vicenza"
1233,"B&B MARIANO","SCHIO","Via Aste 60, SCHIO 36015","BED AND BREAKFAST",0,"","0445530973","vincemartino@tin.it",True,False,True,False,False,False,False,False,"45.7303947","11.3407371","Vicenza"
1235,"B&B AI CASTELLI","SOVIZZO","Via degli Olmi 6A, SOVIZZO 36050","BED AND BREAKFAST",0,"http://www.bandb-veneto.it/kokonor/img_bandb/schede/castelli.html","0444572671 - 3771148270","m.anaclerio@tin.it",True,True,True,False,False,True,False,False,"45.5139194","11.4479829","Vicenza"
1240,"FORTUNA","TORRI DI QUARTESOLO","Via Udine 63, TORRI DI QUARTESOLO 36040","BED AND BREAKFAST",0,"www.fortunabedandbreakfast.com","0444381101 - 3474116372","rita_raimondi@alice.it",True,True,True,False,False,False,False,False,"45.5180254","11.6244332","Vicenza"
1244,"B&B URBANI","VALDAGNO","Via Figigola 37, VALDAGNO 36078","BED AND BREAKFAST",0,"","0445407876","bblucianaurbani@libero.it",True,False,True,False,False,False,False,False,"45.6404934","11.2891761","Vicenza"
1248,"LA SISILLA","VALLI DEL PASUBIO","Via Ertele 14, VALLI DEL PASUBIO 36030","BED AND BREAKFAST",0,"","0445630466","",True,False,False,False,False,False,False,False,"45.7393692","11.2559748","Vicenza"
1250,"AI TRE DAINI","VICENZA","Via Coltura del Tesina 50, VICENZA 36100","BED AND BREAKFAST",0,"www.aitredaini.com","0444510407 - 3490514800","info@aitredaini.com",True,False,False,False,False,True,False,False,"45.5609089","11.5847518","Vicenza"
1259,"BOB AND JENNYS BED AND BREAKFAST","VICENZA","Borgo Berga 140, VICENZA 36100","BED AND BREAKFAST",0,"www.bed-breakfast-italy.com","0444320884 - 3355729190","bed@bed-breakfast-italy.com",True,False,True,False,False,False,False,False,"45.5386015","11.5560302","Vicenza"
1267,"B&B GIULIANA","VICENZA","Via Sicilia 82, VICENZA 36100","BED AND BREAKFAST",0,"","0444533170","giuliana.baron@libero.it",True,False,True,False,True,False,False,False,"45.5122605","11.5636482","Vicenza"
1281,"CA DELLORTOLAN","VILLAGA","Via Villa 22, VILLAGA 36020","BED AND BREAKFAST",0,"www.cadellortolan.it","0444885245","cadellortolan@libero.it",True,True,True,False,True,True,False,False,"45.3855502","11.5140784","Vicenza"
1282,"ORLANDI MARIA LUISA","ZERMEGHEDO","Via Mieli 6, ZERMEGHEDO 36050","BED AND BREAKFAST",0,"www.bbmarialuisa.it","0444685081","info@bbmarialuisa.it",True,True,True,False,False,False,False,False,"45.4709883","11.370774","Vicenza"
3518,"ALLA VIGNA","ALBETTONE","Via Melia 9, ALBETTONE 36020","ALBERGO",1,"www.albergoallavigna.it","0444790020","albergo.rist.allavigna@gmail.com",True,False,True,True,False,False,False,False,"45.356214","11.614183","Vicenza"
3520,"LOCANDA TAVERNELLE","ALTAVILLA VICENTINA","Via Verona 6, ALTAVILLA VICENTINA 36077","ALBERGO",2,"www.albergoristorantetavernelle.com","0444370862","info@albergotavernelle.it",True,True,True,True,True,False,False,False,"45.5096389","11.4462043","Vicenza"
3523,"BEST WESTERN HOTEL TRE TORRI","ALTAVILLA VICENTINA","Via Tavernelle 71, ALTAVILLA VICENTINA 36077","ALBERGO",4,"www.hoteltretorri.it","0444572411","info@hoteltretorri.it",True,True,True,True,True,False,False,True,"45.5140355","11.4584854","Vicenza"
3525,"PONTE NUOVO","ALTISSIMO","Via Molino 33, ALTISSIMO 36070","ALBERGO",2,"www.pontenuovo.it","0444687605","info@pontenuovo.it",True,True,True,True,False,False,False,False,"45.6120053","11.2350355","Vicenza"
3528,"VILLA MICHELANGELO","ARCUGNANO","Via Sacco 35, ARCUGNANO 36057","ALBERGO",4,"www.hotelvillamichelangelo.com","0444550300","reservation.michelangelo@royaldemeure.com",True,True,True,True,True,False,False,False,"45.4962337","11.548719","Vicenza"
3529,"HOTEL GAMBINI","ARCUGNANO","Via S. Bernardino 64, ARCUGNANO 36057","ALBERGO",2,"","0444550030","matteo78rappo@gmail.com",True,False,True,True,False,False,False,False,"45.4774728","11.5043547","Vicenza"
3533,"ITALIA RISORTA","ARSIERO","Piazza F. Rossi 20, ARSIERO 36011","ALBERGO",3,"","0445740345","italia.risorta@virgilio.it",True,False,True,True,True,False,False,False,"45.8032572","11.3499454","Vicenza"
3534,"LA VIGNETA","ARSIERO","Via Dei Longhi 17, ARSIERO 36011","ALBERGO",3,"","0445714263","lavigneta@libero.it",True,True,True,True,True,False,False,False,"45.8088053","11.3605629","Vicenza"
3537,"LOCANDA CASTAGNA","ARZIGNANO","Via Riotorto 50, ARZIGNANO 36071","ALBERGO",2,"www.locandacastagna.com","0444671063","info@locandacastagna.com",True,True,True,True,False,False,False,False,"45.5306146","11.3337436","Vicenza"
3539,"ORTHAL","ASIAGO","Via Orthal 6, ASIAGO 36012","ALBERGO",2,"www.orthal.it","0424462119","info@orthal.it",True,False,True,True,True,True,True,False,"45.8556318","11.4994107","Vicenza"
3540,"CAMPOMEZZAVIA","ASIAGO","Via Campomezzavia 39, ASIAGO 36012","ALBERGO",2,"www.campomezzavia.it","0424700189","info@campomezzavia.it",True,False,True,True,False,False,False,False,"45.8358727","11.5698923","Vicenza"
3543,"ALPI","ASIAGO","Corso IV Novembre 6/8, ASIAGO 36012","ALBERGO",2,"www.hotelalpiasiago.it","0424462662","info@hotelalpiasiago.it",True,False,False,True,False,False,False,False,"45.8749057","11.5092857","Vicenza"
3545,"LINTA PARK HOTEL","ASIAGO","Via Linta 6, ASIAGO 36012","ALBERGO",4,"www.lintaparkhotel.com","0424462753","info@lintaparkhotel.com",True,False,True,True,True,True,True,True,"45.8661866","11.5183641","Vicenza"
3546,"MIRAMONTI","ASIAGO","Via Kaberlaba 9, ASIAGO 36012","ALBERGO",3,"www.hotelmiramontiasiago.it","0424462526","info@hotelmiramontiasiago.it",True,False,True,True,False,False,False,False,"45.8463378","11.4948613","Vicenza"
3551,"VESCOVI","ASIAGO","Via Don Viero 80, ASIAGO 36012","ALBERGO",3,"www.albergovescovi.com","0424462614","info@albergovescovi.com",True,False,True,True,True,False,True,False,"45.86646935","11.5092970997636","Vicenza"
3556,"AURORA","ASIAGO","Via Ebene 71, ASIAGO 36012","ALBERGO",2,"www.locandaurora.it","0424462469","aurora@telemar.net",True,False,True,True,False,True,False,False,"45.8841233","11.5183805","Vicenza"
3558,"PENNAR","ASIAGO","Via Pennar 239, ASIAGO 36012","ALBERGO",2,"www.pennarhotel.it","0424462371","info@pennarhotel.it",True,False,True,True,False,False,False,False,"45.86213185","11.5403016054145","Vicenza"
3560,"RELAX HOTEL ERICA","ASIAGO","Via Giuseppe Garibaldi 55, ASIAGO 36012","ALBERGO",3,"www.hotelerica.it","0424462113","info@hotelerica.it",True,False,True,True,False,False,False,False,"45.8721649","11.5098077","Vicenza"
3568,"LA BAITA","ASIAGO","Via Treviso 25, ASIAGO 36012","ALBERGO",2,"www.albergolabaita.it","3492711500","info@albergolabaita.it",True,False,True,True,True,True,False,False,"45.8564606","11.5005818","Vicenza"
3569,"RUTZER","ASIAGO","Via Berga 130, ASIAGO 36012","ALBERGO",3,"www.rutzer.com","0424462591","info@rutzer.com",True,False,True,True,False,False,False,False,"45.8779298","11.4973347","Vicenza"
3571,"GARNI RENDOLA","ASIAGO","Via Rendola 41, ASIAGO 36012","ALBERGO",3,"www.albergorendola.it","0424464148","info@albergorendola.it",True,False,True,True,True,False,False,False,"45.880705","11.5277134","Vicenza"
3572,"SPORTING DEPENDANCE","ASIAGO","Viale Matteotti , ASIAGO 36012","ALBERGO",3,"www.sportingasiago.com","0424462177","info@sportingasiago.com",True,False,True,False,True,False,True,True,"45.8717303","11.5117138","Vicenza"
3573,"MIRAMONTI DEPANDANCE","ASIAGO","Via Orthal , ASIAGO 36012","ALBERGO",2,"www.hotelmiramontiasiago.it","0424462526","info@hotelmiramontiasiago.it",True,False,True,False,False,False,False,False,"45.8556318","11.4994107","Vicenza"
3574,"MELTAR BOUTIQUE HOTEL","ASIAGO","Via Meltar 1, ASIAGO 36012","ALBERGO",4,"www.meltarhotel.com","0424464939 - 0424460626","info@meltarhotel.com",True,False,True,True,False,False,True,True,"45.85593395","11.5359721033059","Vicenza"
3576,"AL BASSANELLO","BASSANO DEL GRAPPA","Via Trozzetti 2, BASSANO DEL GRAPPA 36061","ALBERGO",3,"www.albergoalbassanello.com","042435347","info@albergoalbassanello.com",True,True,True,True,False,False,False,False,"45.7646565","11.74343","Vicenza"
3578,"AL CAMIN","CASSOLA","Via Valsugana 64, CASSOLA 36022","ALBERGO",4,"www.hotelalcamin.com","0424566134","info@hotelalcamin.com",True,True,True,True,False,False,False,False,"45.7437977","11.7543339","Vicenza"
3580,"POSITANO","BASSANO DEL GRAPPA","Viale Asiago 194/196, BASSANO DEL GRAPPA 36061","ALBERGO",3,"www.hotelpositanobassano.it","0424502060","info@hotelpositanobassano.it",True,False,True,True,True,False,False,False,"45.769075","11.7149997","Vicenza"
3584,"AL CASTELLO","BASSANO DEL GRAPPA","Via Bonamigo 19, BASSANO DEL GRAPPA 36061","ALBERGO",3,"www.hotelalcastello.it","0424228665","info@hotelalcastello.it",True,True,True,False,False,False,False,False,"45.7687933","11.7335699","Vicenza"
3585,"BRENNERO","BASSANO DEL GRAPPA","Via Torino 7, BASSANO DEL GRAPPA 36061","ALBERGO",3,"www.hotelbrennero.com","0424228538","info@hotelbrennero.com",True,True,True,False,True,False,False,False,"45.7693924","11.7385504","Vicenza"
3589,"LE SORGENTI","BOLZANO VICENTINO","Via Acque 6 int.13, BOLZANO VICENTINO 36050","ALBERGO",3,"www.hotellesorgenti.com","0444355010","info@hotellesorgenti.com",True,True,True,False,True,False,False,False,"45.58016615","11.6057599096487","Vicenza"
3590,"LOCANDA GREGO","BOLZANO VICENTINO","Via Roma 24, BOLZANO VICENTINO 36050","ALBERGO",3,"www.locandagrego.it","0444350588","info@locandagrego.it",True,True,True,True,True,False,False,False,"45.603505","11.6218917","Vicenza"
3591,"AL TORESAN","BREGANZE","Via Zabarella 1, BREGANZE 36042","ALBERGO",3,"","0445873260 - 0445873622","albergotoresan@libero.it",True,False,True,True,False,False,False,False,"45.7153954","11.5702928","Vicenza"
3594,"LOCANDA PERINELLA","BROGLIANO","Via Bregonza 19, BROGLIANO 36070","ALBERGO",3,"www.locandaperinella.it","0445947688","hotel@locandaperinella.it",True,True,True,True,False,False,False,False,"45.5922607","11.3600876","Vicenza"
3596,"HOTEL MARCO POLO","CALDOGNO","Via Roma 26, CALDOGNO 36030","ALBERGO",3,"www.marcopolohotel.it","0444905533","info@marcopolohotel.it",True,True,True,True,False,False,False,True,"45.6112338","11.5045228","Vicenza"
3598,"CONTARINI","CAMPOLONGO SUL BRENTA","Via Contarini 1, CAMPOLONGO SUL BRENTA 36020","ALBERGO",2,"www.contarini.it","0424558164","info@contarini.it",True,False,True,True,True,False,False,False,"45.8380816","11.686379","Vicenza"
3601,"LA RUA","CARRE","Via Ca Vecchia 1, CARRE 36010","ALBERGO",3,"www.hotellarua.it","0445893088 - 0445891177","info@hotellarua.it",True,False,True,True,False,False,True,False,"45.7468589","11.4891508","Vicenza"
3604,"TRE SCALINI","CASTEGNERO","Piazza Villaganzerla , CASTEGNERO 36020","ALBERGO",1,"","0444639056","rappo.gabriele@alice.it",True,True,True,True,False,False,False,False,"45.4440178","11.6236081622425","Vicenza"
3608,"LA PIEVE","CHIAMPO","Via Pieve 69, CHIAMPO 36072","ALBERGO",4,"www.lapievehotel.it","0444421201","info@lapievehotel.it",True,True,True,True,False,False,False,False,"45.5390727","11.2870996","Vicenza"
3611,"ALLA POSTA","CISMON DEL GRAPPA","Via Roma 6, CISMON DEL GRAPPA 36020","ALBERGO",1,"","042492122","albergoallaposta@libero.it",True,False,True,True,False,False,False,False,"45.9210868","11.7296671","Vicenza"
3615,"DAL PELADO","COGOLLO DEL CENGIO","Via Centro 29, COGOLLO DEL CENGIO 36010","ALBERGO",1,"","0445880010","",True,False,True,True,False,False,False,False,"45.7813973","11.4381096","Vicenza"
3616,"LA BOCCHETTA","CONCO","Via Bocchetta 6, CONCO 36062","ALBERGO",4,"www.labocchetta.it","0424704117","labocchetta@labocchetta.it",True,True,True,True,True,True,True,True,"45.8161587","11.6094377","Vicenza"
3620,"AL CAPPELLO","CONCO","Piazza San Marco 51, CONCO 36062","ALBERGO",1,"","0424700152","albergoalcappello@gmail.com",True,False,True,True,True,False,False,False,"45.7987154","11.6059648","Vicenza"
3626,"VITTORIA","CORNEDO VICENTINO","Via Monte Verlaldo 91/93, CORNEDO VICENTINO 36073","ALBERGO",1,"","0445951470","lavoratorivittoria@gmail.com",True,True,True,True,False,False,False,False,"45.5990007","11.3653497","Vicenza"
3627,"SHANGRILA","CORNEDO VICENTINO","Via Giacomuni 62, CORNEDO VICENTINO 36073","ALBERGO",1,"","3287333522","",True,False,True,False,False,False,False,False,"45.6124624","11.3436521","Vicenza"
3628,"LOCANDA DEL BUON GUSTO","CORNEDO VICENTINO","Via Campagnola 16, CORNEDO VICENTINO 36073","ALBERGO",3,"www.locandadelbuongusto.it","0445947007","info@locandadelbuongusto.it",True,True,True,True,False,False,False,False,"45.5918445","11.3756615","Vicenza"
3629,"LOCANDA BENETTI","COSTABISSARA","Via Roma 62, COSTABISSARA 36030","ALBERGO",2,"www.locandabenetti.it","0444971052","locandabenetti@libero.it",True,True,True,True,False,False,False,False,"45.5833865","11.4842891","Vicenza"
3631,"AL CENTRO","CREAZZO","Via Olmo 47, CREAZZO 36051","ALBERGO",2,"www.albergoalcentro.it","0444520527","info@albergoalcentro.it",True,False,True,True,False,False,False,False,"45.5286576","11.4979375","Vicenza"
3633,"VERGILIUS HOTEL SPA AND BUSINESS RESORT","CREAZZO","Via Carpaneda 5, CREAZZO 36051","ALBERGO",4,"www.vergilius.it","0444523922","info@vergilius.it",True,True,True,True,True,False,True,True,"45.5354873","11.4832759","Vicenza"
3637,"CAMPANA","CRESPADORO","Via Pasquali 7, CRESPADORO 36070","ALBERGO",1,"","0444429049","freddy.bertoldi@gmail.com",True,False,True,True,False,True,False,False,"45.6314149","11.1797353","Vicenza"
3639,"LA MERIDIANA","CRESPADORO","Via Roma 58, CRESPADORO 36070","ALBERGO",2,"","0444429017","ristorante.meridiana@gmail.com",True,False,True,True,False,False,False,False,"45.618051","11.2274274989774","Vicenza"
3642,"SAN MARCO","ENEGO","Piazza San Marco 2, ENEGO 36052","ALBERGO",3,"www.hotelsanmarcoenego.it","0424490130","info@hotelsanmarcoenego.it",True,False,True,True,False,False,False,False,"45.9399056","11.7096981","Vicenza"
3643,"SETTE TESTE","ENEGO","Piazza San Marco 20, ENEGO 36052","ALBERGO",1,"","0424490112","posta@sette-teste.it",True,False,True,True,False,False,False,False,"45.9399056","11.7096981","Vicenza"
3650,"AL PINO","ENEGO","Via Stoner 53, ENEGO 36052","ALBERGO",1,"www.albergoalpinoenego.it","0424490266","info@albergoalpinoenego.it",True,False,True,True,False,True,False,False,"45.915023","11.675625","Vicenza"
3651,"PEDROCCHI","FARA VICENTINO","Via Perlena 63, FARA VICENTINO 36030","ALBERGO",2,"www.hotelpedrocchi.it","0445851194","info@hotelpedrocchi.it",True,False,True,True,False,False,False,False,"45.7317114","11.5827071","Vicenza"
3658,"CONCORDIA","GALLIO","Via Roma 3, GALLIO 36032","ALBERGO",2,"","0424445017","hotelconcordiagallio@tiscali.it",True,False,False,True,False,False,False,False,"45.8921595","11.550576","Vicenza"
3662,"ISETTA","GRANCONA","Via Pederiva 96, GRANCONA 36040","ALBERGO",2,"www.trattoriaalbergoisetta.it","0444889521","info@trattoriaalbergoisetta.it",True,True,True,True,False,False,False,False,"45.4188505","11.4594994","Vicenza"
3664,"IL CENTRALE","GRISIGNANO DI ZOCCO","Via Roma 4, GRISIGNANO DI ZOCCO 36040","ALBERGO",2,"","0444320921","sebailcentrale@libero.it",True,True,True,True,False,False,False,False,"45.47542255","11.7006626393978","Vicenza"
3676,"CORTE QUADRI","LONIGO","Via Pontespin 17/L, LONIGO 36045","ALBERGO",3,"www.cortequadri.it","0444834008","hotel@cortequadri.it",True,True,True,True,True,True,False,False,"45.3785733","11.3704506","Vicenza"
3677,"AL SOLE","LUSIANA","Via Sette Comuni 2, LUSIANA 36046","ALBERGO",1,"","0424406004","antocallegari@yahoo.it",True,False,True,True,False,False,False,False,"45.7854834","11.5750401","Vicenza"
3678,"DIANA","LUSIANA","Via Europa 5, LUSIANA 36046","ALBERGO",1,"","0424406016","emmecant@tiscali.it",True,False,True,True,False,False,False,False,"45.784202","11.5736376","Vicenza"
3685,"SAN TOMIO","MALO","Via Vicenza 103, MALO 36034","ALBERGO",2,"","0445588306","info@albergosantomio.it",True,True,True,True,False,False,False,False,"45.6455509","11.4265667","Vicenza"
3686,"IL QUADRIFOGLIO","MARANO VICENTINO","Viale Europa 102, MARANO VICENTINO 36035","ALBERGO",2,"www.albergoilquadrifoglio.it","0445622922","info@albergoilquadrifoglio.it",True,False,True,True,False,False,False,False,"45.6939217","11.4476898","Vicenza"
3688,"LA ROSINA","MAROSTICA","Via Marchetti 4, MAROSTICA 36063","ALBERGO",3,"www.larosina.it","0424470360","info@larosina.it",True,True,True,True,False,False,False,False,"45.7754979","11.6640271","Vicenza"
3691,"EUROPA","MAROSTICA","Viale Stazione 5/a, MAROSTICA 36063","ALBERGO",3,"www.hoteleuropa.biz","042477842","info@hoteleuropa.biz",True,True,True,True,True,False,False,False,"45.7459139","11.6585377","Vicenza"
3692,"DUE MORI","MAROSTICA","Corso Mazzini 73, MAROSTICA 36063","ALBERGO",3,"www.duemori.com","0424471777","info@duemori.com",True,True,True,False,False,False,False,False,"45.7454631","11.6539376","Vicenza"
3696,"SAN VITALE","MONTECCHIO MAGGIORE","Via Bivio San Vitale 2, MONTECCHIO MAGGIORE 36075","ALBERGO",3,"","0444698071","ristorantesanvitale@gmail.com",True,True,True,True,False,False,False,False,"45.5183244","11.3880251","Vicenza"
3697,"HOTEL CASTELLI","MONTECCHIO MAGGIORE","Viale Trieste 89, MONTECCHIO MAGGIORE 36041","ALBERGO",4,"www.hotelcastelli.it","0444697366","booking@hotelcastelli.it",True,True,True,True,True,False,False,True,"45.50641215","11.4425935858015","Vicenza"
3699,"SAN MARCO","MONTECCHIO MAGGIORE","Via Battaglia 26, MONTECCHIO MAGGIORE 36075","ALBERGO",3,"www.ilsanmarco.it","0444698417","info@ilsanmarco.it",True,True,True,True,False,False,False,False,"45.4904653","11.4362997","Vicenza"
3700,"FELIX HOTEL","MONTECCHIO MAGGIORE","Via Melaro 1, MONTECCHIO MAGGIORE 36075","ALBERGO",3,"www.felixhotel.eu","0444491026","info@felixhotel.eu",True,True,True,True,False,False,False,False,"45.4900335","11.4383524","Vicenza"
3701,"CASTAGNA HOTEL","MONTECCHIO MAGGIORE","Via Archimede 2, MONTECCHIO MAGGIORE 36075","ALBERGO",3,"www.castagnahotel.it","0444490540","info@castagnahotel.it",True,True,True,True,False,False,False,False,"45.4959165","11.4393681","Vicenza"
3702,"LOCANDA BOTELLA","MONTECCHIO MAGGIORE","Via San Bernardino 69, MONTECCHIO MAGGIORE 36075","ALBERGO",3,"www.locandabotella.it","0444607536","info@locandabotella.it",True,True,True,True,False,False,False,False,"45.5077256","11.4042988","Vicenza"
3706,"RIZZI","MONTICELLO CONTE OTTO","Via Revoloni 2, MONTICELLO CONTE OTTO 36010","ALBERGO",3,"www.hotelrizzi.it","0444946099","hotelrizzi@tin.it",True,False,True,True,True,False,False,False,"45.59839745","11.5755714985089","Vicenza"
3708,"VILLA PALMA HOTEL","MUSSOLENTE","Via Chemin Palma 30, MUSSOLENTE 36065","ALBERGO",4,"www.villapalma.eu","0424577407","info@villapalma.eu",True,True,True,True,False,False,False,False,"45.7634838","11.8041451","Vicenza"
3718,"FIOR DI LOTO","POVE DEL GRAPPA","Via Europa 17, POVE DEL GRAPPA 36020","ALBERGO",2,"www.hotelfiordiloto.com","042480314","hotelfiordiloto@gmail.com",True,False,True,True,False,False,False,False,"45.8035275","11.7186228","Vicenza"
3725,"MARGHERITA","RECOARO TERME","Via Margherita 28, RECOARO TERME 36076","ALBERGO",1,"","044575367","hotelmargherita.sm@libero.it",True,False,True,True,True,False,False,False,"45.7030759","11.2217511","Vicenza"
3728,"PARADISO","RECOARO TERME","Via Bruni 40, RECOARO TERME 36076","ALBERGO",1,"","044575719","caterina.orsato@libero.it",True,False,True,True,False,False,False,False,"45.7018209","11.2195971","Vicenza"
3738,"CARLA","RECOARO TERME","Via Campogrosso 25, RECOARO TERME 36076","ALBERGO",3,"www.hotelcarla.it","0445780700","info@hotelcarla.it",True,False,True,True,True,True,False,True,"45.7039036","11.2212397","Vicenza"
3740,"VERONA","RECOARO TERME","Via Roma 52, RECOARO TERME 36076","ALBERGO",3,"www.albergoverona.it","044575010","hotelverona@recoaroterme.com",True,False,False,True,False,False,False,False,"45.7060176","11.2297184","Vicenza"
3743,"ALL ISOLA","RECOARO TERME","Via Campogrosso 33, RECOARO TERME 36076","ALBERGO",3,"www.hotelisola.it","0445780560","info@hotelisola.it",True,False,True,True,True,False,False,False,"45.7039036","11.2212397","Vicenza"
3748,"AL MOLINO","RECOARO TERME","Via Stoccheri 39, RECOARO TERME 36076","ALBERGO",1,"","044575564","ristorante.albergo.al.molino@outlook.it",True,False,True,True,True,False,False,False,"45.699735","11.2108243","Vicenza"
3749,"CAPANNINA","RECOARO TERME","Via Bruni 42, RECOARO TERME 36076","ALBERGO",1,"www.albergocapannina.it","044575170 - 044576065","hotel.capannina@libero.it",True,False,True,True,False,False,False,False,"45.7018209","11.2195971","Vicenza"
